ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
2135,Cathepsin L1,CTSL,29715,X12451,P07711,CATL1_HUMAN,1CJL; 1CS8; 1ICF; 1MHW; 2NQD; 2VHS; 2XU1; 2XU3; 2XU4; 2XU5; 2YJ2; 2YJ8; 2YJ9; 2YJB; 2YJC; 3BC3; 3H89; 3H8B; 3H8C; 3HHA; 3HWN; 3IV2; 3K24; 3KSE; 3OF8; 3OF9; 4AXL; 4AXM,,CTSL,HGNC:2537,Humans,DB14962
2148,Prolyl endopeptidase,PREP,558596,X74496,P48147,PPCE_HUMAN,3DDU,,PREP,HGNC:9358,Humans,DB00107
2151,Aromatic-L-amino-acid decarboxylase,DDC,181521,M76180,P20711,DDC_HUMAN,3RBF; 3RBL; 3RCH,,DDC,HGNC:2719,Humans,DB00150; DB00260; DB00875; DB00915; DB00968; DB01235; DB06262; DB13848
2176,Methylenetetrahydrofolate reductase,MTHFR,6139053,U09806,P42898,MTHR_HUMAN,"",,MTHFR,HGNC:7436,Humans,DB00134; DB00140; DB00158; DB00170; DB00542; DB00544; DB00563
2178,Methionine adenosyltransferase 2 subunit beta,MAT2B,6815285,AF182814,Q9NZL9,MAT2B_HUMAN,2YDX; 2YDY; 4KTT; 4KTV; 4NDN,,MAT2B,HGNC:6905,Humans,DB00134
2180,Cholinesterase,BCHE,1311630,M32391,P06276,CHLE_HUMAN,1EHO; 1EHQ; 1KCJ; 1P0I; 1P0M; 1P0P; 1P0Q; 1XLU; 1XLV; 1XLW; 2J4C; 2PM8; 2WID; 2WIF; 2WIG; 2WIJ; 2WIK; 2WIL; 2WSL; 2XMB; 2XMC; 2XMD; 2XMG; 2XQF; 2XQG; 2XQI; 2XQJ; 2XQK; 2Y1K; 3DJY; 3DKK; 3O9M; 4AQD; 4AXB; 4B0O; 4B0P; 4BBZ; 4BDS; 4TPK; 4XII,,BCHE,HGNC:983,Humans,DB00082; DB00178; DB00183; DB00202; DB00358; DB00391; DB00392; DB00477; DB00508; DB00515; DB00527; DB00545; DB00585; DB00620; DB00677; DB00711; DB00721; DB00762; DB00790; DB00856; DB00868; DB00871; DB00888; DB00892; DB00907; DB00979; DB01035; DB01064; DB01116; DB01122; DB01135; DB01161; DB01199; DB01226; DB01245; DB01337; DB01338; DB01364; DB01400; DB01408; DB02845; DB03128; DB03568; DB03822; DB03976; DB04250; DB04572; DB04920; DB05386; DB05875; DB06692; DB06756; DB06774; DB08893; DB08897; DB09205; DB09288; DB11148; DB14031
2181,Phospholipase D1,PLD1,1185463,U38545,Q13393,PLD1_HUMAN,"",,PLD1,HGNC:9067,Humans,DB09031
2189,Glutathione S-transferase A2,GSTA2,306811,M16594,P09210,GSTA2_HUMAN,1AGS; 2VCT; 2WJU; 4ACS,,GSTA2,HGNC:4627,Humans,DB00143; DB00163; DB00636; DB00903; DB00993; DB01008; DB14001; DB14002
2190,Choline/ethanolaminephosphotransferase 1,CEPT1,4584877,AF068302,Q9Y6K0,CEPT1_HUMAN,"",,CEPT1,HGNC:24289,Humans,DB00122; DB14006
2193,Thymidine phosphorylase,TYMP,189701,M63193,P19971,TYPH_HUMAN,1UOU; 2J0F; 2WK5; 2WK6,,ECGF1,HGNC:3148,Humans,DB00322; DB00369; DB00432; DB00544; DB01101; DB06433
2194,Fatty-acid amide hydrolase 1,FAAH,2149156,U82535,O00519,FAAH1_HUMAN,"",,FAAH,HGNC:3553,Humans,DB00316; DB00818; DB09061
2195,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3,3153235,AF046889,O60568,PLOD3_HUMAN,"",,PLOD3,HGNC:9083,Humans,DB00139
2196,Amine oxidase [flavin-containing] B,MAOB,398415,S62734,P27338,AOFB_HUMAN,1GOS; 1H8R; 1OJ9; 1OJA; 1OJC; 1OJD; 1S2Q; 1S2Y; 1S3B; 1S3E; 2BK3; 2BK4; 2BK5; 2BYB; 2C64; 2C65; 2C66; 2C67; 2C70; 2C72; 2C73; 2C75; 2C76; 2V5Z; 2V60; 2V61; 2VRL; 2VRM; 2VZ2; 2XCG; 2XFN; 2XFO; 2XFP; 2XFQ; 2XFU; 3PO7; 3ZYX; 4A79; 4A7A; 4CRT,,MAOB,HGNC:6834,Humans,DB00184; DB00388; DB00601; DB00614; DB00780; DB00915; DB00988; DB01104; DB01171; DB02095; DB02211; DB02509; DB03147; DB03894; DB04147; DB04307; DB04818; DB04889; DB08804; DB09042; DB12612; DB14569
2198,Amine oxidase [flavin-containing] A,MAOA,187353,M68840,P21397,AOFA_HUMAN,1H8Q; 2BXR; 2BXS; 2Z5X; 2Z5Y,,MAOA,HGNC:6833,Humans,DB00140; DB00184; DB00315; DB00388; DB00397; DB00571; DB00601; DB00614; DB00624; DB00669; DB00780; DB00852; DB00918; DB00952; DB00953; DB00988; DB01104; DB01171; DB01445; DB04818; DB04889; DB06412; DB06654; DB06774; DB08804; DB09042; DB09244; DB09245; DB12329; DB13943; DB13944; DB13946; DB14569; DB15328
2200,Peptidyl-glycine alpha-amidating monooxygenase,PAM,189595,M37721,P19021,AMD_HUMAN,"",,PAM,HGNC:8596,Humans,DB09130
2202,Prolyl 3-hydroxylase 1,P3H1,11127636,AF097431,Q32P28,P3H1_HUMAN,"",,LEPRE1,HGNC:19316,Humans,DB00139
2204,Xanthine dehydrogenase/oxidase,XDH,10336525,D11456,P47989,XDH_HUMAN,2CKJ; 2E1Q,,XDH,HGNC:12805,Humans,DB00041; DB00127; DB00157; DB00170; DB00336; DB00339; DB00437; DB00515; DB00640; DB00746; DB00831; DB00856; DB00958; DB00993; DB00997; DB01020; DB01033; DB01136; DB01168; DB04335; DB06478; DB12466
2206,Prolyl 3-hydroxylase 2,P3H2,27526730,AJ430351,Q8IVL5,P3H2_HUMAN,"",,LEPREL1,HGNC:19317,Humans,DB00139
2208,Prolyl 3-hydroxylase 3,P3H3,1200503,U47924,Q8IVL6,P3H3_HUMAN,"",,LEPREL2,HGNC:19318,Humans,DB00139
2214,Adenosine deaminase,ADA,28380,X02994,P00813,ADA_HUMAN,1M7M; 3IAR,,ADA,HGNC:186,Humans,DB00194; DB00277; DB00640; DB00974; DB01280; DB05057; DB14598; DB14600
2227,CAD protein,CAD,1228049,D78586,P27708,PYR1_HUMAN,4BY3; 4C6B; 4C6C; 4C6D; 4C6E; 4C6F; 4C6I; 4C6J; 4C6K; 4C6L; 4C6M; 4C6N; 4C6O; 4C6P; 4C6Q,,CAD,HGNC:1424,Humans,DB00128; DB00130
2235,Phosphoribosylformylglycinamidine synthase,PFAS,2224663,AB002359,O15067,PUR4_HUMAN,"",,PFAS,HGNC:8863,Humans,DB00130
2236,Protein-glutamine gamma-glutamyltransferase 5,TGM5,2895530,AF035960,O43548,TGM5_HUMAN,"",,TGM5,HGNC:11781,Humans,DB00130
2237,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial",GATB,3599964,AF026851,O75879,GATB_HUMAN,"",,PET112L,HGNC:8849,Humans,DB00130
2238,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2,GFPT2,4239883,AB016789,O94808,GFPT2_HUMAN,"",,GFPT2,HGNC:4242,Humans,DB00130
2239,Protein-glutamine gamma-glutamyltransferase 6,TGM6,"",AF540969,O95932,TGM3L_HUMAN,"",,TGM6,HGNC:16255,Humans,DB00130; DB01956
2240,Glutamine synthetase,GLUL,31833,Y00387,P15104,GLNA_HUMAN,2OJW; 2QC8,,GLUL,HGNC:4341,Humans,DB00082; DB00134; DB00466; DB01119; DB01212; DB06774; DB08794; DB11118
2241,Protein-glutamine gamma-glutamyltransferase K,TGM1,1256959,M98447,P22735,TGM1_HUMAN,2XZZ,,TGM1,HGNC:11777,Humans,DB00130
2242,Glutamine--tRNA ligase,QARS,558586,X76013,P47897,SYQ_HUMAN,4R3Z,,QARS,HGNC:9751,Humans,DB00130
2243,Protein-glutamine gamma-glutamyltransferase 4,TGM4,2766556,L34840,P49221,TGM4_HUMAN,"",,TGM4,HGNC:11780,Humans,DB00130
2244,Glutamine-dependent NAD(+) synthetase,NADSYN1,28849201,AB091316,Q6IA69,NADE_HUMAN,"",,NADSYN1,HGNC:29832,Humans,DB00130
2245,Protein-glutamine gamma-glutamyltransferase Z,TGM7,15425755,AF363393,Q96PF1,TGM7_HUMAN,"",,TGM7,HGNC:30790,Humans,DB00130
2246,Fatty acid desaturase 2,FADS2,4406528,AF126799,O95864,FADS2_HUMAN,"",,FADS2,HGNC:3575,Humans,DB11358; DB13168
2247,Elongation of very long chain fatty acids protein 4,ELOVL4,12044051,AF279654,Q9GZR5,ELOV4_HUMAN,"",,ELOVL4,HGNC:14415,Humans,DB09328
2248,"Methionine--tRNA ligase, mitochondrial",MARS2,37196758,AB107013,Q96GW9,SYMM_HUMAN,"",,MARS2,HGNC:25133,Humans,DB00134
2249,S-methylmethionine--homocysteine S-methyltransferase BHMT2,BHMT2,11907831,AF257473,Q9H2M3,BHMT2_HUMAN,"",,BHMT2,HGNC:1048,Humans,DB00134
2250,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",CYP24A1,306704,L13286,Q07973,CP24A_HUMAN,"",,CYP24A1,HGNC:2602,Humans,DB00136; DB00146; DB00153; DB00910; DB01285; DB02300
2256,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",OXCT1,1519052,U62961,P55809,SCOT1_HUMAN,3DLX,,OXCT1,HGNC:8527,Humans,DB00139
2257,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",SDHC,1814226,U57877,Q99643,C560_HUMAN,"",,SDHC,HGNC:10682,Humans,DB00139
2274,"N-acetylglutamate synthase, mitochondrial",NAGS,22651769,AY116537,Q8N159,NAGS_HUMAN,4K30,,NAGS,HGNC:17996,Humans,DB09326
2281,Glutathione S-transferase A1,GSTA1,306809,M15872,P08263,GSTA1_HUMAN,1GSD; 1GSE; 1GSF; 1GUH; 1K3L; 1K3O; 1K3Y; 1LBK; 1PKW; 1PKZ; 1PL1; 1PL2; 1USB; 1XWG; 1YDK; 2R3X; 2R6K; 3I69; 3I6A; 3IK9; 3KTL; 3L0H; 3Q74; 3U6V; 3ZFB; 3ZFL; 4HJ2,,GSTA1,HGNC:4626,Humans,DB00143; DB00993; DB01008; DB02486; DB02943; DB03602; DB04132; DB11672
2290,Microsomal glutathione S-transferase 2,MGST2,1747521,U77604,Q99735,MGST2_HUMAN,"",,MGST2,HGNC:7063,Humans,DB01008
2302,"Glycine cleavage system H protein, mitochondrial",GCSH,184348,M69175,P23434,GCSH_HUMAN,"",,GCSH,HGNC:4208,Humans,DB00145
2303,Bile acid-CoA:amino acid N-acyltransferase,BAAT,532505,L34081,Q14032,BAAT_HUMAN,"",,BAAT,HGNC:932,Humans,DB01956
2311,"Tryptophan--tRNA ligase, mitochondrial",WARS2,6572289,AJ242739,Q9UGM6,SYWM_HUMAN,"",,WARS2,HGNC:12730,Humans,DB00150
2330,"Proline dehydrogenase 1, mitochondrial",PRODH,2677802,U82381,O43272,PROD_HUMAN,"",,PRODH,HGNC:9453,Humans,DB00172; DB06756
2351,Guanylate kinase,GUK1,1196436,L76200,Q16774,KGUA_HUMAN,"",,GUK1,HGNC:4693,Humans,DB00577; DB00787
2362,Cytochrome P450 3A5,CYP3A5,181346,J04813,P20815,CP3A5_HUMAN,"",,CYP3A5,HGNC:2638,Humans,DB00091; DB00170; DB00196; DB00197; DB00199; DB00203; DB00206; DB00220; DB00224; DB00238; DB00250; DB00252; DB00253; DB00278; DB00281; DB00288; DB00313; DB00317; DB00321; DB00324; DB00342; DB00343; DB00367; DB00381; DB00394; DB00396; DB00398; DB00401; DB00404; DB00439; DB00443; DB00444; DB00446; DB00455; DB00468; DB00470; DB00472; DB00490; DB00497; DB00499; DB00501; DB00502; DB00503; DB00528; DB00530; DB00531; DB00537; DB00540; DB00541; DB00557; DB00564; DB00571; DB00574; DB00575; DB00582; DB00588; DB00604; DB00608; DB00619; DB00620; DB00622; DB00624; DB00625; DB00635; DB00637; DB00641; DB00655; DB00656; DB00661; DB00675; DB00683; DB00688; DB00694; DB00700; DB00701; DB00705; DB00714; DB00731; DB00738; DB00741; DB00745; DB00755; DB00758; DB00762; DB00764; DB00773; DB00776; DB00780; DB00783; DB00802; DB00822; DB00829; DB00834; DB00845; DB00862; DB00864; DB00877; DB00896; DB00897; DB00904; DB00905; DB00909; DB00916; DB00921; DB00938; DB00962; DB00972; DB00977; DB01013; DB01016; DB01023; DB01024; DB01026; DB01041; DB01045; DB01047; DB01054; DB01058; DB01062; DB01076; DB01095; DB01100; DB01103; DB01114; DB01115; DB01126; DB01166; DB01167; DB01174; DB01181; DB01184; DB01190; DB01211; DB01216; DB01217; DB01218; DB01222; DB01224; DB01229; DB01232; DB01234; DB01238; DB01248; DB01254; DB01259; DB01267; DB01268; DB01380; DB01384; DB01388; DB02520; DB04855; DB04856; DB04946; DB04957; DB05087; DB05239; DB05316; DB05667; DB05773; DB06016; DB06119; DB06176; DB06228; DB06230; DB06267; DB06287; DB06335; DB06403; DB06412; DB06413; DB06419; DB06448; DB06595; DB06605; DB06626; DB06652; DB06654; DB06697; DB06730; DB06731; DB06772; DB06789; DB08816; DB08820; DB08865; DB08873; DB08883; DB08899; DB08901; DB08906; DB08970; DB08971; DB09053; DB09054; DB09061; DB09065; DB09068; DB09074; DB09095; DB09102; DB09185; DB09231; DB09241; DB09256; DB09297; DB09383; DB11487; DB11574; DB11586; DB11633; DB11689; DB11703; DB11712; DB11737; DB11739; DB11750; DB11757; DB11761; DB11837; DB11915; DB11921; DB11951; DB12016; DB12070; DB12130; DB12161; DB12240; DB12265; DB12301; DB12332; DB12483; DB12543; DB12834; DB13003; DB13179; DB13208; DB13609; DB13728; DB13843; DB13867; DB13943; DB13944; DB13946; DB13952; DB13953; DB13954; DB13955; DB13956; DB14009; DB14011; DB14185; DB14512; DB14538; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544; DB14631; DB14633; DB14634; DB14635; DB14644; DB14646; DB14649; DB14652; DB14659; DB14669; DB14681; DB14737; DB14921; DB14984; DB15444; DB15822; DB16222; DB16390
2363,Cytochrome P450 2D6,CYP2D6,181350,M20403,P10635,CP2D6_HUMAN,2F9Q; 3QM4; 3TBG; 3TDA; 4WNT; 4WNU; 4WNV; 4WNW; 4XRY; 4XRZ,,CYP2D6,HGNC:2625,Humans,DB00022; DB00091; DB00170; DB00176; DB00182; DB00184; DB00185; DB00187; DB00188; DB00193; DB00195; DB00201; DB00203; DB00208; DB00209; DB00211; DB00215; DB00216; DB00220; DB00224; DB00234; DB00238; DB00243; DB00252; DB00257; DB00264; DB00277; DB00281; DB00283; DB00285; DB00289; DB00297; DB00316; DB00317; DB00318; DB00321; DB00330; DB00333; DB00334; DB00335; DB00338; DB00342; DB00343; DB00349; DB00356; DB00361; DB00363; DB00370; DB00373; DB00377; DB00379; DB00381; DB00396; DB00398; DB00409; DB00412; DB00420; DB00425; DB00433; DB00439; DB00448; DB00454; DB00455; DB00458; DB00468; DB00470; DB00472; DB00476; DB00477; DB00482; DB00489; DB00490; DB00494; DB00496; DB00497; DB00501; DB00502; DB00503; DB00514; DB00521; DB00528; DB00530; DB00532; DB00540; DB00543; DB00549; DB00557; DB00568; DB00570; DB00571; DB00574; DB00575; DB00590; DB00592; DB00598; DB00602; DB00604; DB00608; DB00613; DB00619; DB00622; DB00623; DB00625; DB00627; DB00633; DB00637; DB00641; DB00647; DB00656; DB00661; DB00674; DB00675; DB00679; DB00699; DB00701; DB00705; DB00706; DB00715; DB00726; DB00731; DB00734; DB00737; DB00738; DB00745; DB00751; DB00752; DB00757; DB00763; DB00780; DB00792; DB00805; DB00810; DB00834; DB00836; DB00843; DB00845; DB00850; DB00857; DB00863; DB00866; DB00904; DB00907; DB00908; DB00914; DB00918; DB00921; DB00924; DB00932; DB00933; DB00934; DB00951; DB00956; DB00960; DB00972; DB00983; DB00986; DB00997; DB01005; DB01012; DB01023; DB01026; DB01028; DB01035; DB01036; DB01037; DB01062; DB01069; DB01071; DB01074; DB01075; DB01076; DB01079; DB01086; DB01087; DB01093; DB01095; DB01096; DB01100; DB01104; DB01110; DB01114; DB01115; DB01118; DB01128; DB01129; DB01131; DB01136; DB01142; DB01149; DB01151; DB01156; DB01166; DB01171; DB01173; DB01175; DB01177; DB01182; DB01184; DB01191; DB01192; DB01193; DB01195; DB01206; DB01210; DB01214; DB01218; DB01224; DB01228; DB01232; DB01233; DB01238; DB01242; DB01244; DB01255; DB01264; DB01267; DB01274; DB01295; DB01297; DB01323; DB01359; DB01388; DB01392; DB01403; DB01409; DB01410; DB01424; DB01429; DB01435; DB01454; DB01466; DB01472; DB01551; DB01562; DB01576; DB01577; DB01580; DB01590; DB01591; DB01601; DB01611; DB01621; DB01623; DB01624; DB01628; DB02701; DB02703; DB02709; DB03783; DB04216; DB04818; DB04829; DB04840; DB04841; DB04844; DB04846; DB04855; DB04861; DB04868; DB04871; DB04884; DB04889; DB04905; DB04911; DB04920; DB04938; DB04946; DB04948; DB04951; DB04957; DB05087; DB05109; DB05239; DB05271; DB05316; DB05812; DB06016; DB06083; DB06137; DB06144; DB06148; DB06203; DB06204; DB06216; DB06217; DB06287; DB06292; DB06370; DB06412; DB06506; DB06512; DB06589; DB06595; DB06603; DB06608; DB06654; DB06678; DB06684; DB06691; DB06700; DB06702; DB06708; DB06726; DB06727; DB06729; DB06735; DB06770; DB06820; DB08807; DB08808; DB08864; DB08881; DB08893; DB08901; DB08909; DB08918; DB08922; DB08952; DB09013; DB09039; DB09048; DB09049; DB09053; DB09061; DB09065; DB09068; DB09076; DB09078; DB09118; DB09128; DB09167; DB09173; DB09183; DB09185; DB09195; DB09204; DB09224; DB09238; DB09241; DB09288; DB09291; DB09351; DB09555; DB09570; DB11130; DB11586; DB11614; DB11633; DB11638; DB11642; DB11672; DB11718; DB11732; DB11739; DB11753; DB11757; DB11770; DB11785; DB11837; DB11855; DB11915; DB11963; DB11979; DB12001; DB12070; DB12095; DB12151; DB12161; DB12212; DB12245; DB12265; DB12332; DB12499; DB12500; DB12523; DB12693; DB12713; DB12752; DB13174; DB13293; DB13443; DB13508; DB13530; DB13609; DB13679; DB13757; DB13775; DB13874; DB13975; DB14009; DB14010; DB14011; DB14025; DB14185; DB14635; DB14737; DB14761; DB14840; DB14881; DB14921; DB15091; DB15119; DB15149; DB15328; DB15444; DB15568; DB15822; DB15982; DB16650; DB16703
2364,NADPH--cytochrome P450 reductase,POR,247307,S90469,P16435,NCPR_HUMAN,1B1C; 3FJO; 3QE2; 3QFC; 3QFR; 3QFS; 3QFT,,POR,HGNC:9208,Humans,DB00166; DB00305; DB00665; DB00694; DB00698; DB00865; DB00997; DB01466; DB03247; DB06263; DB09332
2390,Superoxide dismutase [Cu-Zn],SOD1,,L44139,P00441,SODC_HUMAN,1AZV; 1BA9; 1DSW; 1FUN; 1HL4; 1HL5; 1KMG; 1L3N; 1MFM; 1N18; 1N19; 1OEZ; 1OZT; 1OZU; 1P1V; 1PTZ; 1PU0; 1RK7; 1SOS; 1SPD; 1UXL; 1UXM; 2AF2; 2C9S; 2C9U; 2C9V; 2GBT; 2GBU; 2GBV; 2LU5; 2MP3; 2NNX; 2R27; 2V0A; 2VR6; 2VR7; 2VR8; 2WKO; 2WYT; 2WYZ; 2WZ0; 2WZ5; 2WZ6; 2XJK; 2XJL; 2ZKW; 2ZKX; 2ZKY; 3CQP; 3CQQ; 3ECU; 3ECV; 3ECW; 3GQF; 3GTV; 3GZO; 3GZP; 3GZQ; 3H2P; 3H2Q; 3HFF; 3K91; 3KH3; 3KH4; 3LTV; 3QQD; 3RE0; 3T5W; 4A7G; 4A7Q; 4A7S; 4A7T; 4A7U; 4A7V; 4B3E; 4BCY; 4BCZ; 4BD4; 4FF9; 4MCM; 4MCN; 4NIN; 4NIO; 4NIP; 4OH2; 4SOD,,SOD1,HGNC:11179,Humans,DB00163; DB00515; DB00526; DB00958; DB09130; DB09221; DB14001; DB14002; DB14009; DB14487; DB14533; DB14548
2433,Cytochrome P450 1A2,CYP1A2,,Z00036,P05177,CP1A2_HUMAN,2HI4,,CYP1A2,HGNC:2596,Humans,DB00008; DB00011; DB00018; DB00022; DB00030; DB00033; DB00034; DB00046; DB00047; DB00052; DB00060; DB00068; DB00069; DB00071; DB00105; DB00170; DB00176; DB00184; DB00188; DB00195; DB00201; DB00208; DB00215; DB00218; DB00238; DB00252; DB00261; DB00268; DB00277; DB00280; DB00281; DB00286; DB00296; DB00313; DB00315; DB00316; DB00321; DB00330; DB00333; DB00334; DB00338; DB00356; DB00363; DB00365; DB00370; DB00377; DB00379; DB00382; DB00384; DB00388; DB00398; DB00400; DB00409; DB00412; DB00418; DB00420; DB00425; DB00428; DB00435; DB00440; DB00454; DB00455; DB00458; DB00461; DB00467; DB00468; DB00470; DB00472; DB00476; DB00477; DB00487; DB00499; DB00501; DB00502; DB00503; DB00518; DB00530; DB00532; DB00533; DB00537; DB00540; DB00544; DB00549; DB00553; DB00564; DB00568; DB00571; DB00574; DB00575; DB00586; DB00607; DB00619; DB00625; DB00629; DB00633; DB00655; DB00661; DB00675; DB00682; DB00685; DB00697; DB00715; DB00717; DB00730; DB00740; DB00744; DB00745; DB00752; DB00758; DB00763; DB00772; DB00773; DB00779; DB00783; DB00784; DB00788; DB00794; DB00806; DB00817; DB00818; DB00827; DB00831; DB00850; DB00851; DB00857; DB00863; DB00898; DB00904; DB00908; DB00924; DB00927; DB00934; DB00951; DB00969; DB00972; DB00977; DB00978; DB00980; DB00986; DB00993; DB00998; DB01002; DB01012; DB01026; DB01028; DB01037; DB01044; DB01045; DB01056; DB01058; DB01059; DB01065; DB01072; DB01079; DB01086; DB01087; DB01094; DB01097; DB01100; DB01115; DB01118; DB01129; DB01136; DB01142; DB01151; DB01155; DB01165; DB01166; DB01173; DB01174; DB01182; DB01184; DB01191; DB01195; DB01208; DB01217; DB01223; DB01233; DB01241; DB01242; DB01254; DB01283; DB01303; DB01306; DB01307; DB01309; DB01320; DB01367; DB01381; DB01388; DB01405; DB01412; DB01418; DB01424; DB01435; DB01482; DB01558; DB01601; DB01609; DB01623; DB01628; DB01645; DB01656; DB01667; DB02134; DB02489; DB02709; DB03783; DB04076; DB04216; DB04356; DB04574; DB04841; DB04854; DB04871; DB04889; DB04948; DB04951; DB05015; DB05115; DB05258; DB05396; DB05488; DB05667; DB05676; DB05708; DB05812; DB05928; DB05990; DB06016; DB06077; DB06083; DB06137; DB06148; DB06160; DB06210; DB06216; DB06234; DB06235; DB06264; DB06290; DB06292; DB06413; DB06442; DB06448; DB06479; DB06510; DB06589; DB06594; DB06595; DB06600; DB06605; DB06626; DB06654; DB06732; DB06769; DB06770; DB06771; DB06774; DB06803; DB06820; DB08496; DB08867; DB08880; DB08881; DB08883; DB08910; DB08912; DB08972; DB09061; DB09071; DB09078; DB09118; DB09120; DB09122; DB09167; DB09185; DB09198; DB09225; DB09241; DB09256; DB09273; DB09288; DB09290; DB09330; DB09456; DB09564; DB09570; DB11198; DB11404; DB11443; DB11450; DB11491; DB11511; DB11564; DB11567; DB11568; DB11632; DB11642; DB11672; DB11689; DB11697; DB11737; DB11753; DB11757; DB11774; DB11791; DB11793; DB11837; DB11892; DB11932; DB11967; DB12001; DB12026; DB12151; DB12161; DB12245; DB12265; DB12332; DB12406; DB12499; DB12814; DB12945; DB13174; DB13203; DB13261; DB13449; DB13573; DB13592; DB13609; DB13634; DB13772; DB13812; DB13823; DB13874; DB13952; DB13953; DB13954; DB13955; DB13956; DB13975; DB14009; DB14018; DB14025; DB14029; DB14132; DB14635; DB14737; DB14989; DB14999; DB15011; DB15093; DB15119; DB15131; DB15442; DB15444; DB15568; DB15822; DB16220; DB16236; DB16267; DB16650; DB16703
2436,Histamine N-methyltransferase,HNMT,,D16224,P50135,HNMT_HUMAN,1ICZ; 1JQD; 1JQE; 2AOT; 2AOU; 2AOV; 2AOW; 2AOX,,HNMT,HGNC:5028,Humans,DB01103; DB01752; DB05381
2443,Cytidine deaminase,CDA,,L27943,P32320,CDD_HUMAN,1MQ0,,CDA,HGNC:1712,Humans,DB00441; DB00928; DB00987; DB01101; DB01262; DB03185
2456,Uridine phosphorylase 1,UPP1,,X90858,Q16831,UPP1_HUMAN,3EUE; 3EUF; 3NBQ,,UPP1,HGNC:12576,Humans,DB00544
2457,Uridine phosphorylase 2,UPP2,,AY225131,O95045,UPP2_HUMAN,2XRF; 3P0E; 3P0F,,UPP2,HGNC:23061,Humans,DB00544
2499,Pentaerythritol tetranitrate reductase,onr,"",U68759,P71278,P71278_ENTCL,1GVO; 1GVQ; 1GVR; 1GVS; 1H50; 1H51; 1H60; 1H61; 1H62; 1H63; 1VYP; 1VYR; 1VYS; 2ABA; 2ABB; 3F03; 3KFT; 3P62; 3P67; 3P74; 3P7Y; 3P80; 3P81; 3P82; 3P84; 3P8I; 3P8J,,"",,Enterobacter cloacae,DB11090
2561,Sulfotransferase family cytosolic 1B member 1,SULT1B1,"",D89479,O43704,ST1B1_HUMAN,2Z5F; 3CKL,,SULT1B1,HGNC:17845,Humans,DB00714; DB09100; DB14635
9090,Aminoglycoside 2'-N-acetyltransferase,aac,,,P9WQG9,AAC2_MYCTU,1M44; 1M4D; 1M4G; 1M4I,,,,Mycobacterium tuberculosis,DB01172; DB01992; DB03615
2615,Mannitol dehydrogenase,mtlD,"",AF007800,O08355,O08355_PSEFL,1LJ8; 1M2W,,"",,Pseudomonas fluorescens,DB00742
